week_date,hy_code,high,low
2016-02-05,880301,444.25,417.17
2016-02-05,880912,1841.87,1675.8
2016-02-19,880301,461.64,414.62
2016-02-19,880912,1984.91,1735.14
2016-02-26,880301,477.33,438.47
2016-02-26,880912,1995.83,1760.85
2016-03-04,880301,500.05,437.2
2016-03-04,880912,1845.38,1610.95
2016-03-11,880301,506.25,451.34
2016-03-11,880912,1807.31,1684.2
2016-03-18,880301,480.47,458.14
2016-03-18,880912,1980.24,1741.92
2016-03-25,880301,485.12,464.46
2016-03-25,880912,2107.16,2004.25
2016-04-01,880301,477.16,457.96
2016-04-01,880912,2109.44,1966.34
2016-04-08,880301,483.32,470.22
2016-04-08,880912,2147.77,2048.1
2016-04-15,880301,527.86,478.55
2016-04-15,880912,2155.31,2052.71
2016-04-22,880301,511.72,477.09
2016-04-22,880912,2104.75,1913.73
2016-04-29,880301,501.56,479.64
2016-04-29,880912,2010.4,1912.3
2016-05-06,880301,495.35,468.97
2016-05-06,880912,2081.15,1977.53
2016-05-13,880301,467.09,433.72
2016-05-13,880912,1973.58,1826.42
2016-05-20,880301,451.39,430.64
2016-05-20,880912,1982.26,1863.9
2016-05-27,880301,441.73,431.14
2016-05-27,880912,1993.76,1893.83
2016-06-03,880301,453.87,434.99
2016-06-03,880912,2165.05,1917.73
2016-06-10,880301,450.63,444.74
2016-06-10,880912,2165.55,2119.67
2016-06-17,880301,445.68,423.04
2016-06-17,880912,2127.22,1994.63
2016-06-24,880301,460.7,436.06
2016-06-24,880912,2135.53,2020.05
2016-07-01,880301,470.23,445.88
2016-07-01,880912,2188.07,2070.9
2016-07-08,880301,494.82,464.59
2016-07-08,880912,2239.62,2135.7
2016-07-15,880301,528.22,482.9
2016-07-15,880912,2286.44,2193.95
2016-07-22,880301,511.29,497.66
2016-07-22,880912,2295.35,2229.8
2016-07-29,880301,511.05,483.51
2016-07-29,880912,2305.15,2124.95
2016-08-05,880301,502.68,488.97
2016-08-05,880912,2163.77,2072.59
2016-08-12,880301,537.37,500.38
2016-08-12,880912,2200.86,2125.26
2016-08-19,880301,539.09,512.22
2016-08-19,880912,2245.43,2154.38
2016-08-26,880301,519.49,505.16
2016-08-26,880912,2246.27,2141.35
2016-09-02,880301,516.1,506.58
2016-09-02,880912,2212.37,2162.44
2016-09-09,880301,524.58,511.7
2016-09-09,880912,2225.95,2156.24
2016-09-16,880301,508.01,496.91
2016-09-16,880912,2162.19,2123.5
2016-09-23,880301,516.38,499.14
2016-09-23,880912,2220.66,2151.01
2016-09-30,880301,520.09,500.73
2016-09-30,880912,2199.94,2147.91
2016-10-14,880301,535.37,522.13
2016-10-14,880912,2247.26,2191.01
2016-10-21,880301,549.3,526.6
2016-10-21,880912,2231.02,2173.83
2016-10-28,880301,592.16,542.82
2016-10-28,880912,2230.96,2179.88
2016-11-04,880301,578.55,551.47
2016-11-04,880912,2225.75,2165.84
2016-11-11,880301,604.33,565.01
2016-11-11,880912,2261.62,2179.37
2016-11-18,880301,619.51,579.69
2016-11-18,880912,2276.63,2233.28
2016-11-25,880301,603.64,573.15
2016-11-25,880912,2266.88,2210.74
2016-12-02,880301,599.95,558.08
2016-12-02,880912,2263.01,2181.94
2016-12-09,880301,572.12,552.21
2016-12-09,880912,2186.82,2133.21
2016-12-16,880301,573.47,531.53
2016-12-16,880912,2134.26,1961.67
2016-12-23,880301,539.78,517.88
2016-12-23,880912,2031.93,1991.99
2016-12-30,880301,526.75,506.72
2016-12-30,880912,1999.06,1935.94
2017-01-06,880301,539.28,523.78
2017-01-06,880912,2034.21,1983.9
2017-01-13,880301,549.7,529.1
2017-01-13,880912,2036.23,1950.35
2017-01-20,880301,536.07,517.02
2017-01-20,880912,1953.98,1847.39
2017-01-27,880301,548.61,535.96
2017-01-27,880912,1938.4,1908.91
2017-02-03,880301,548.15,539.63
2017-02-03,880912,1941.74,1915.13
2017-02-10,880301,558.9,535.27
2017-02-10,880912,1944.89,1899.99
2017-02-17,880301,572.41,556.7
2017-02-17,880912,1966.19,1931.68
2017-02-24,880301,571.85,549.09
2017-02-24,880912,1969.21,1928.57
2017-03-03,880301,561.55,547.25
2017-03-03,880912,1972.28,1917.79
2017-03-10,880301,560.08,537.86
2017-03-10,880912,1971.19,1934.17
2017-03-17,880301,559.45,536.62
2017-03-17,880912,1956.06,1922.2
2017-03-24,880301,597.76,572.67
2017-03-24,880912,1943.78,1875.92
2017-03-31,880301,583.84,570.94
2017-03-31,880912,1896.62,1838.89
2017-04-07,880301,589.76,584.1
2017-04-07,880912,1884.69,1856.89
2017-04-14,880301,597.3,578.07
2017-04-14,880912,1866.62,1823.35
2017-04-21,880301,582.12,554.83
2017-04-21,880912,1832.97,1776.74
2017-04-28,880301,564.08,550.94
2017-04-28,880912,1797.1,1722.91
2017-05-05,880301,572.0,545.21
2017-05-05,880912,1776.16,1740.04
2017-05-12,880301,549.3,531.89
2017-05-12,880912,1747.28,1620.07
2017-05-19,880301,553.87,538.2
2017-05-19,880912,1693.71,1632.23
2017-05-26,880301,570.82,543.49
2017-05-26,880912,1677.3,1590.51
2017-06-02,880301,575.14,558.54
2017-06-02,880912,1654.15,1585.39
2017-06-09,880301,583.74,575.44
2017-06-09,880912,1668.71,1618.29
2017-06-16,880301,593.8,580.76
2017-06-16,880912,1696.0,1639.05
2017-06-23,880301,599.82,588.18
2017-06-23,880912,1699.04,1639.44
2017-06-30,880301,615.42,592.71
2017-06-30,880912,1695.75,1656.04
2017-07-07,880301,636.78,608.98
2017-07-07,880912,1698.75,1674.17
2017-07-14,880301,642.53,619.77
2017-07-14,880912,1695.29,1638.09
2017-07-21,880301,680.75,617.89
2017-07-21,880912,1635.39,1568.17
2017-07-28,880301,679.11,645.64
2017-07-28,880912,1674.61,1620.21
2017-08-04,880301,695.74,658.36
2017-08-04,880912,1698.38,1660.04
2017-08-11,880301,702.14,656.25
2017-08-11,880912,1708.02,1652.32
2017-08-18,880301,673.79,655.84
2017-08-18,880912,1735.59,1654.79
2017-08-25,880301,678.98,654.67
2017-08-25,880912,1735.74,1691.8
2017-09-01,880301,751.24,671.18
2017-09-01,880912,1765.33,1716.04
2017-09-08,880301,771.71,717.52
2017-09-08,880912,1814.02,1755.05
2017-09-15,880301,753.37,697.19
2017-09-15,880912,1815.27,1778.17
2017-09-22,880301,713.99,686.79
2017-09-22,880912,1811.97,1759.75
2017-09-29,880301,716.53,687.93
2017-09-29,880912,1767.81,1735.51
2017-10-13,880301,712.03,666.86
2017-10-13,880912,1803.26,1770.92
2017-10-20,880301,684.2,657.64
2017-10-20,880912,1787.83,1719.94
2017-10-27,880301,682.46,659.12
2017-10-27,880912,1751.45,1729.56
2017-11-03,880301,667.65,640.21
2017-11-03,880912,1740.54,1681.21
2017-11-10,880301,684.26,636.29
2017-11-10,880912,1724.54,1678.4
2017-11-17,880301,715.68,664.98
2017-11-17,880912,1717.21,1632.82
2017-11-24,880301,708.84,659.38
2017-11-24,880912,1649.3,1589.46
2017-12-01,880301,722.55,671.23
2017-12-01,880912,1596.21,1562.82
2017-12-08,880301,703.58,650.25
2017-12-08,880912,1609.89,1541.56
2017-12-15,880301,671.34,650.37
2017-12-15,880912,1638.65,1604.56
2017-12-22,880301,688.94,656.12
2017-12-22,880912,1635.37,1597.67
2017-12-29,880301,704.48,666.99
2017-12-29,880912,1624.98,1595.3
2018-01-05,880301,727.19,698.21
2018-01-05,880912,1657.58,1620.3
2018-01-12,880301,771.72,721.95
2018-01-12,880912,1687.01,1634.54
2018-01-19,880301,731.03,695.81
2018-01-19,880912,1653.67,1596.77
2018-01-26,880301,759.01,728.04
2018-01-26,880912,1729.62,1616.92
2018-02-02,880301,813.74,744.25
2018-02-02,880912,1704.75,1522.09
2018-02-09,880301,836.21,667.03
2018-02-09,880912,1531.35,1408.81
2018-02-16,880301,706.93,672.31
2018-02-16,880912,1487.87,1439.08
2018-02-23,880301,737.97,710.26
2018-02-23,880912,1503.31,1479.6
2018-03-02,880301,747.34,682.0
2018-03-02,880912,1611.27,1493.6
2018-03-09,880301,703.11,675.28
2018-03-09,880912,1677.49,1578.19
2018-03-16,880301,696.45,679.99
2018-03-16,880912,1715.27,1649.26
2018-03-23,880301,675.31,617.58
2018-03-23,880912,1704.16,1558.09
2018-03-30,880301,631.09,604.06
2018-03-30,880912,1711.53,1542.8
2018-04-06,880301,635.97,604.5
2018-04-06,880912,1755.35,1697.25
2018-04-13,880301,624.2,597.98
2018-04-13,880912,1736.02,1683.52
2018-04-20,880301,608.55,582.1
2018-04-20,880912,1757.53,1657.04
2018-04-27,880301,622.05,595.42
2018-04-27,880912,1688.23,1603.82
2018-05-04,880301,601.83,588.93
2018-05-04,880912,1679.36,1623.79
2018-05-11,880301,634.51,597.03
2018-05-11,880912,1696.26,1660.64
2018-05-18,880301,647.26,618.27
2018-05-18,880912,1663.65,1626.85
2018-05-25,880301,647.19,596.55
2018-05-25,880912,1678.4,1626.15
2018-06-01,880301,608.36,579.31
2018-06-01,880912,1630.84,1550.04
2018-06-08,880301,614.71,590.62
2018-06-08,880912,1593.28,1544.48
2018-06-15,880301,617.38,588.61
2018-06-15,880912,1562.02,1479.9
2018-06-22,880301,620.66,584.05
2018-06-22,880912,1461.85,1324.33
2018-06-29,880301,612.06,561.05
2018-06-29,880912,1408.43,1333.75
2018-07-06,880301,579.24,531.37
2018-07-06,880912,1411.15,1320.39
2018-07-13,880301,556.05,529.31
2018-07-13,880912,1372.0,1294.94
2018-07-20,880301,547.86,520.71
2018-07-20,880912,1386.2,1347.01
2018-07-27,880301,576.35,532.34
2018-07-27,880912,1412.41,1371.11
2018-08-03,880301,575.4,533.04
2018-08-03,880912,1379.7,1263.01
2018-08-10,880301,568.61,539.45
2018-08-10,880912,1308.22,1238.0
2018-08-17,880301,566.4,533.81
2018-08-17,880912,1319.79,1226.59
2018-08-24,880301,558.99,539.6
2018-08-24,880912,1264.52,1213.17
2018-08-31,880301,568.22,547.77
2018-08-31,880912,1290.89,1228.75
2018-09-07,880301,568.55,543.49
2018-09-07,880912,1260.62,1207.86
2018-09-14,880301,563.48,543.94
2018-09-14,880912,1228.08,1190.49
2018-09-21,880301,587.53,543.69
2018-09-21,880912,1221.49,1166.67
2018-09-28,880301,596.47,578.05
2018-09-28,880912,1229.74,1201.82
2018-10-12,880301,610.46,569.0
2018-10-12,880912,1196.69,1013.63
2018-10-19,880301,591.54,537.33
2018-10-19,880912,1061.84,992.31
2018-10-26,880301,594.98,560.94
2018-10-26,880912,1107.93,1045.15
2018-11-02,880301,586.51,558.23
2018-11-02,880912,1116.36,1032.32
2018-11-09,880301,590.61,576.87
2018-11-09,880912,1125.25,1087.61
2018-11-16,880301,579.39,567.13
2018-11-16,880912,1223.54,1092.48
2018-11-23,880301,581.78,548.24
2018-11-23,880912,1216.4,1141.92
2018-11-30,880301,552.21,536.97
2018-11-30,880912,1167.32,1109.76
2018-12-07,880301,560.53,543.8
2018-12-07,880912,1176.83,1131.39
2018-12-14,880301,557.37,546.94
2018-12-14,880912,1152.23,1112.13
2018-12-21,880301,550.87,530.75
2018-12-21,880912,1113.29,1086.19
2018-12-28,880301,536.82,511.83
2018-12-28,880912,1108.83,1068.74
2019-01-04,880301,516.42,499.63
2019-01-04,880912,1112.81,1065.43
2019-01-11,880301,533.25,514.51
2019-01-11,880912,1149.4,1116.9
2019-01-18,880301,556.6,529.31
2019-01-18,880912,1171.12,1130.44
2019-01-25,880301,561.43,542.72
2019-01-25,880912,1171.49,1141.2
2019-02-01,880301,557.28,543.42
2019-02-01,880912,1167.11,1095.6
2019-02-15,880301,569.23,553.44
2019-02-15,880912,1210.15,1150.2
2019-02-22,880301,578.32,558.74
2019-02-22,880912,1330.51,1201.14
2019-03-01,880301,625.64,569.42
2019-03-01,880912,1475.05,1371.23
2019-03-08,880301,639.04,594.21
2019-03-08,880912,1689.19,1485.55
2019-03-15,880301,611.39,589.15
2019-03-15,880912,1698.17,1524.29
2019-03-22,880301,621.06,598.86
2019-03-22,880912,1682.18,1534.83
2019-03-29,880301,606.22,581.63
2019-03-29,880912,1658.12,1560.23
2019-04-05,880301,642.79,603.82
2019-04-05,880912,1775.57,1671.01
2019-04-12,880301,658.38,621.66
2019-04-12,880912,1765.56,1671.1
2019-04-19,880301,664.27,621.59
2019-04-19,880912,1722.08,1647.2
2019-04-26,880301,661.12,610.22
2019-04-26,880912,1703.98,1579.95
2019-05-03,880301,614.29,602.26
2019-05-03,880912,1588.68,1505.7
2019-05-10,880301,598.03,564.33
2019-05-10,880912,1474.73,1373.64
2019-05-17,880301,592.3,572.4
2019-05-17,880912,1478.89,1393.39
2019-05-24,880301,583.85,561.91
2019-05-24,880912,1449.72,1369.09
2019-05-31,880301,580.8,568.34
2019-05-31,880912,1432.28,1368.94
2019-06-07,880301,573.09,562.6
2019-06-07,880912,1400.29,1327.58
2019-06-14,880301,586.89,564.95
2019-06-14,880912,1390.52,1315.1
2019-06-21,880301,600.05,576.38
2019-06-21,880912,1458.48,1338.26
2019-06-28,880301,607.61,595.59
2019-06-28,880912,1461.19,1406.81
2019-07-05,880301,612.34,602.32
2019-07-05,880912,1485.2,1431.67
2019-07-12,880301,605.26,582.61
2019-07-12,880912,1441.11,1369.67
2019-07-19,880301,592.95,576.99
2019-07-19,880912,1428.08,1369.56
2019-07-26,880301,594.98,582.28
2019-07-26,880912,1428.99,1360.16
2019-08-02,880301,598.51,579.71
2019-08-02,880912,1444.9,1375.61
2019-08-09,880301,579.98,549.81
2019-08-09,880912,1392.69,1292.92
2019-08-16,880301,565.13,551.84
2019-08-16,880912,1353.65,1295.11
2019-08-23,880301,580.5,564.54
2019-08-23,880912,1418.21,1353.81
2019-08-30,880301,583.3,562.55
2019-08-30,880912,1460.62,1371.66
2019-09-06,880301,606.97,575.78
2019-09-06,880912,1559.55,1419.13
2019-09-13,880301,608.47,599.57
2019-09-13,880912,1597.0,1544.43
2019-09-20,880301,613.18,592.29
2019-09-20,880912,1588.91,1523.0
2019-09-27,880301,594.64,569.74
2019-09-27,880912,1541.5,1451.23
2019-10-04,880301,574.98,568.23
2019-10-04,880912,1477.96,1453.55
2019-10-11,880301,583.23,566.93
2019-10-11,880912,1517.35,1440.58
2019-10-18,880301,586.76,559.77
2019-10-18,880912,1531.63,1467.44
2019-10-25,880301,563.37,556.08
2019-10-25,880912,1485.28,1440.9
2019-11-01,880301,567.0,552.8
2019-11-01,880912,1545.18,1443.37
2019-11-08,880301,563.13,553.82
2019-11-08,880912,1492.12,1453.6
2019-11-15,880301,552.26,527.15
2019-11-15,880912,1455.19,1407.9
2019-11-22,880301,544.23,526.59
2019-11-22,880912,1465.66,1403.46
2019-11-29,880301,565.39,542.02
2019-11-29,880912,1433.87,1409.47
2019-12-06,880301,547.33,538.3
2019-12-06,880912,1450.68,1411.24
2019-12-13,880301,551.95,541.16
2019-12-13,880912,1460.75,1429.43
2019-12-20,880301,565.86,544.79
2019-12-20,880912,1505.81,1453.75
2019-12-27,880301,573.31,551.61
2019-12-27,880912,1475.2,1441.8
2020-01-03,880301,586.74,563.35
2020-01-03,880912,1520.15,1422.58
2020-01-10,880301,605.15,579.92
2020-01-10,880912,1558.57,1495.21
2020-01-17,880301,587.92,568.07
2020-01-17,880912,1574.37,1526.3
2020-01-24,880301,570.21,539.58
2020-01-24,880912,1571.37,1474.34
2020-02-07,880301,507.73,485.34
2020-02-07,880912,1491.7,1308.26
2020-02-14,880301,528.11,501.12
2020-02-14,880912,1531.15,1479.4
2020-02-21,880301,540.63,522.63
2020-02-21,880912,1638.02,1517.94
2020-02-28,880301,539.11,510.52
2020-02-28,880912,1635.72,1509.42
2020-03-06,880301,548.54,514.57
2020-03-06,880912,1669.45,1521.73
2020-03-13,880301,528.68,493.61
2020-03-13,880912,1613.2,1447.29
2020-03-20,880301,510.45,463.5
2020-03-20,880912,1535.81,1402.39
2020-03-27,880301,497.57,465.74
2020-03-27,880912,1461.11,1393.75
2020-04-03,880301,501.48,487.11
2020-04-03,880912,1430.37,1382.61
2020-04-10,880301,501.83,491.17
2020-04-10,880912,1484.44,1438.26
2020-04-17,880301,498.63,488.64
2020-04-17,880912,1498.19,1423.36
2020-04-24,880301,495.24,475.25
2020-04-24,880912,1509.05,1458.22
2020-05-01,880301,488.55,465.89
2020-05-01,880912,1483.57,1407.82
2020-05-08,880301,487.86,480.16
2020-05-08,880912,1529.33,1460.66
2020-05-15,880301,490.56,482.73
2020-05-15,880912,1544.47,1495.19
2020-05-22,880301,498.37,480.85
2020-05-22,880912,1567.73,1491.22
2020-05-29,880301,497.16,480.65
2020-05-29,880912,1548.49,1490.95
2020-06-05,880301,503.84,490.66
2020-06-05,880912,1643.21,1570.38
2020-06-12,880301,504.88,483.55
2020-06-12,880912,1677.52,1608.88
2020-06-19,880301,504.7,479.95
2020-06-19,880912,1715.68,1660.9
2020-06-26,880301,500.93,491.09
2020-06-26,880912,1740.37,1705.86
2020-07-03,880301,541.13,484.56
2020-07-03,880912,1773.41,1691.93
2020-07-10,880301,598.88,543.95
2020-07-10,880912,2042.26,1776.94
2020-07-17,880301,588.7,532.81
2020-07-17,880912,2112.95,1875.41
2020-07-24,880301,568.61,536.72
2020-07-24,880912,1974.52,1812.93
2020-07-31,880301,557.25,533.83
2020-07-31,880912,1908.85,1801.06
2020-08-07,880301,558.49,538.69
2020-08-07,880912,1945.16,1843.83
2020-08-14,880301,549.33,532.85
2020-08-14,880912,1879.19,1758.95
2020-08-21,880301,573.81,546.07
2020-08-21,880912,1876.63,1813.64
2020-08-28,880301,561.04,540.22
2020-08-28,880912,1870.15,1807.4
2020-09-04,880301,561.28,543.77
2020-09-04,880912,1878.26,1810.63
2020-09-11,880301,568.71,543.44
2020-09-11,880912,1845.36,1712.5
2020-09-18,880301,573.06,545.03
2020-09-18,880912,1761.91,1708.23
2020-09-25,880301,575.3,543.76
2020-09-25,880912,1768.41,1690.64
2020-10-02,880301,564.53,546.53
2020-10-02,880912,1711.2,1676.98
2020-10-09,880301,568.54,554.82
2020-10-09,880912,1739.38,1717.94
2020-10-16,880301,592.58,565.03
2020-10-16,880912,1799.28,1716.7
2020-10-23,880301,589.85,562.86
2020-10-23,880912,1766.81,1708.8
2020-10-30,880301,562.43,547.39
2020-10-30,880912,1708.2,1662.75
2020-11-06,880301,586.31,551.5
2020-11-06,880912,1689.37,1620.6
2020-11-13,880301,608.35,583.77
2020-11-13,880912,1705.33,1602.81
2020-11-20,880301,613.9,590.36
2020-11-20,880912,1650.89,1600.43
2020-11-27,880301,653.4,611.37
2020-11-27,880912,1632.9,1572.25
2020-12-04,880301,664.69,624.24
2020-12-04,880912,1632.8,1580.79
2020-12-11,880301,649.36,614.47
2020-12-11,880912,1647.4,1573.28
2020-12-18,880301,647.47,585.75
2020-12-18,880912,1588.07,1536.87
2020-12-25,880301,649.14,607.36
2020-12-25,880912,1563.14,1471.33
2021-01-01,880301,655.28,618.34
2021-01-01,880912,1565.13,1468.31
2021-01-08,880301,642.36,610.36
2021-01-08,880912,1574.75,1458.34
2021-01-15,880301,634.09,607.61
2021-01-15,880912,1496.98,1436.35
2021-01-22,880301,652.42,620.39
2021-01-22,880912,1524.84,1459.64
2021-01-29,880301,636.14,583.69
2021-01-29,880912,1477.9,1421.17
2021-02-05,880301,592.08,562.46
2021-02-05,880912,1486.1,1417.26
2021-02-12,880301,585.96,560.26
2021-02-12,880912,1458.44,1409.59
2021-02-19,880301,648.17,598.2
2021-02-19,880912,1480.84,1442.08
2021-02-26,880301,689.11,613.63
2021-02-26,880912,1495.61,1382.62
2021-03-05,880301,658.44,615.79
2021-03-05,880912,1448.19,1381.91
2021-03-12,880301,674.15,619.54
2021-03-12,880912,1415.26,1329.04
2021-03-19,880301,677.85,648.7
2021-03-19,880912,1382.81,1336.0
2021-03-26,880301,661.62,617.04
2021-03-26,880912,1392.03,1353.62
2021-04-02,880301,683.7,660.31
2021-04-02,880912,1387.71,1359.23
2021-04-09,880301,687.5,662.06
2021-04-09,880912,1396.5,1371.99
2021-04-16,880301,700.35,660.54
2021-04-16,880912,1402.78,1356.09
2021-04-23,880301,707.4,685.14
2021-04-23,880912,1434.63,1395.31
2021-04-30,880301,714.69,673.74
2021-04-30,880912,1419.53,1380.05
2021-05-07,880301,755.98,695.99
2021-05-07,880912,1386.75,1363.42
2021-05-14,880301,784.54,725.18
2021-05-14,880912,1390.08,1357.45
2021-05-21,880301,744.28,685.49
2021-05-21,880912,1405.89,1383.43
2021-05-28,880301,730.65,691.92
2021-05-28,880912,1460.98,1384.71
2021-06-04,880301,765.62,709.82
2021-06-04,880912,1458.24,1423.91
2021-06-11,880301,782.41,742.66
2021-06-11,880912,1451.36,1429.44
2021-06-18,880301,786.01,744.66
2021-06-18,880912,1426.73,1392.07
2021-06-25,880301,792.12,729.91
2021-06-25,880912,1421.4,1388.08
2021-07-02,880301,766.05,724.22
2021-07-02,880912,1449.8,1393.51
2021-07-09,880301,748.18,709.21
2021-07-09,880912,1450.42,1416.12
2021-07-16,880301,782.15,718.01
2021-07-16,880912,1485.29,1441.83
2021-07-23,880301,802.94,755.58
2021-07-23,880912,1464.65,1426.11
2021-07-30,880301,786.57,727.58
2021-07-30,880912,1425.77,1317.84
2021-08-06,880301,779.4,728.68
2021-08-06,880912,1421.72,1363.79
2021-08-13,880301,833.62,773.12
2021-08-13,880912,1415.85,1372.0
2021-08-20,880301,845.29,775.06
2021-08-20,880912,1416.14,1364.49
2021-08-27,880301,887.11,802.37
2021-08-27,880912,1469.44,1407.26
2021-09-03,880301,995.71,874.21
2021-09-03,880912,1470.79,1394.56
2021-09-10,880301,1150.31,966.53
2021-09-10,880912,1523.7,1458.14
2021-09-17,880301,1181.57,1031.6
2021-09-17,880912,1507.19,1427.16
2021-09-24,880301,1160.34,1029.14
2021-09-24,880912,1451.71,1416.08
2021-10-01,880301,1081.94,992.94
2021-10-01,880912,1433.26,1365.89
2021-10-08,880301,1064.19,984.16
2021-10-08,880912,1422.29,1407.88
2021-10-15,880301,1077.69,932.65
2021-10-15,880912,1428.13,1370.88
2021-10-22,880301,1091.8,961.19
2021-10-22,880912,1386.1,1320.38
2021-10-29,880301,1002.27,858.74
2021-10-29,880912,1371.5,1326.3
2021-11-05,880301,895.23,838.88
2021-11-05,880912,1312.01,1255.86
2021-11-12,880301,863.63,804.56
2021-11-12,880912,1300.7,1264.68
2021-11-19,880301,837.38,801.73
2021-11-19,880912,1316.47,1279.12
2021-11-26,880301,880.23,830.0
2021-11-26,880912,1329.06,1291.49
2021-12-03,880301,932.62,821.42
2021-12-03,880912,1312.16,1283.03
2021-12-10,880301,943.48,894.71
2021-12-10,880912,1402.03,1310.87
2021-12-17,880301,974.37,884.1
2021-12-17,880912,1415.97,1334.28
2021-12-24,880301,965.13,913.16
2021-12-24,880912,1363.0,1317.55
2021-12-31,880301,964.74,898.96
2021-12-31,880912,1358.68,1311.59
2022-01-07,880301,943.68,901.17
2022-01-07,880912,1326.39,1279.85
2022-01-14,880301,953.44,904.28
2022-01-14,880912,1289.33,1238.96
2022-01-21,880301,968.86,901.5
2022-01-21,880912,1244.81,1194.97
2022-01-28,880301,972.37,878.58
2022-01-28,880912,1199.92,1095.34
2022-02-11,880301,1037.73,898.35
2022-02-11,880912,1160.39,1115.0
2022-02-18,880301,1040.74,978.39
2022-02-18,880912,1148.2,1125.32
2022-02-25,880301,1073.72,976.64
2022-02-25,880912,1173.41,1117.6
2022-03-04,880301,1137.37,999.04
2022-03-04,880912,1158.91,1125.88
